"Supplementary Table 4.1 Phenotype data formatted for calculating ANOVA, MLM, and REML",,,,,,,,,,,,,,,,,,,,,,,
Subpopulation,Plate ID,Well,Plate row,Plate column,Genotype,Experiment Replicate,Experiment,Au,Cube Root Au,Anthesis date,Induction date,Harvest date,Grind date,Phadebas Date,Anthesis-Induction,Anthesis-Harvest,Harvest-Grind,Grind-Phadebas,Rht-B1,Rht-D1,Rht Genotype,,
Seahawk,P00142,A03,A,3,225,T2,T,0.443,0.762315193,9/12/2022,10/3/2022,11/1/2022,6/14/2023,6/20/2023,21,50,225,6,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00150,F05,F,5,230,C3,C,0.443,0.762315193,8/24/2022,9/19/2022,10/24/2022,6/21/2023,6/28/2023,26,61,240,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00150,A03,A,3,228,T1,T,0.444,0.762888363,8/30/2022,9/19/2022,10/24/2022,6/20/2023,6/28/2023,20,55,239,8,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00131,C02,C,2,197,C1,C,0.444,0.762888363,9/17/2022,10/7/2022,11/1/2022,5/30/2023,6/14/2023,20,45,210,15,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00129,B07,B,7,201,T3,T,0.444,0.762888363,9/15/2022,10/5/2022,11/4/2022,5/17/2023,6/6/2023,20,50,194,20,NA,NA,NA,,
Seahawk,P00145,F01,F,1,206,T2,T,0.446,0.764032125,8/26/2022,9/19/2022,10/17/2022,6/12/2023,6/20/2023,24,52,238,8,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00149,D02,D,2,218,T1,T,0.446,0.764032125,9/10/2022,9/28/2022,10/31/2022,6/17/2023,6/28/2023,18,51,229,11,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00134,B05,B,5,193,T2,T,0.446,0.764032125,9/12/2022,10/5/2022,11/4/2022,5/23/2023,6/14/2023,23,53,200,22,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00146,B11,B,11,230,C1,C,0.448,0.765172473,8/26/2022,9/19/2022,10/24/2022,6/15/2023,6/20/2023,24,59,234,5,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00142,D07,D,7,P5,T1,T,0.448,0.765172473,9/7/2022,9/28/2022,10/24/2022,6/14/2023,6/20/2023,21,47,233,6,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00144,H05,H,5,194,T3,T,0.449,0.765741375,9/7/2022,9/28/2022,10/31/2022,6/18/2023,6/20/2023,21,54,230,2,NA,Rht-D1a,NA,,
Seahawk,P00136,F01,F,1,217,T2,T,0.449,0.765741375,9/9/2022,10/3/2022,10/31/2022,6/5/2023,6/14/2023,24,52,217,9,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00144,D05,D,5,194,T3,T,0.451,0.766876649,9/7/2022,9/28/2022,10/31/2022,6/18/2023,6/20/2023,21,54,230,2,NA,Rht-D1a,NA,,
Seahawk,P00142,H07,H,7,P5,T1,T,0.451,0.766876649,9/7/2022,9/28/2022,10/24/2022,6/14/2023,6/20/2023,21,47,233,6,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00150,G03,G,3,220,T2,T,0.451,0.766876649,9/6/2022,9/28/2022,10/31/2022,6/21/2023,6/28/2023,22,55,233,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00141,D06,D,6,P5,T3,T,0.452,0.767443028,9/8/2022,10/3/2022,11/1/2022,6/13/2023,6/20/2023,25,54,224,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00136,C06,C,6,225,T1,T,0.453,0.768008572,9/11/2022,10/3/2022,11/1/2022,6/5/2023,6/14/2023,22,51,216,9,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00149,E10,E,10,219,T3,T,0.453,0.768008572,9/6/2022,9/28/2022,10/31/2022,6/17/2023,6/28/2023,22,55,229,11,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00129,F07,F,7,201,T3,T,0.453,0.768008572,9/15/2022,10/5/2022,11/4/2022,5/17/2023,6/6/2023,20,50,194,20,NA,NA,NA,,
Seahawk,P00150,C03,C,3,220,T2,T,0.454,0.768573284,9/6/2022,9/28/2022,10/31/2022,6/21/2023,6/28/2023,22,55,233,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00128,H03,H,3,P5,T3,T,0.454,0.768573284,9/15/2022,10/5/2022,11/4/2022,5/16/2023,6/6/2023,20,50,193,21,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00136,H01,H,1,218,C2,C,0.455,0.769137168,9/8/2022,10/3/2022,10/26/2022,6/5/2023,6/14/2023,25,48,222,9,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00127,A07,A,7,196,T2,T,0.455,0.769137168,9/15/2022,10/5/2022,11/4/2022,5/17/2023,6/6/2023,20,50,194,20,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00127,A06,A,6,236,T1,T,0.455,0.769137168,9/17/2022,10/7/2022,11/4/2022,5/17/2023,6/6/2023,20,48,194,20,Rht-B1a,NA,NA,,
Seahawk,P00146,B03,B,3,212,T1,T,0.457,0.770262462,8/24/2022,9/19/2022,10/17/2022,6/15/2023,6/20/2023,26,54,241,5,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00136,H03,H,3,P5,C1,C,0.458,0.770823878,9/17/2022,10/12/2022,11/4/2022,5/30/2023,6/14/2023,25,48,207,15,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00140,H05,H,5,P5,C1,C,0.458,0.770823878,9/16/2022,10/7/2022,11/4/2022,5/23/2023,6/20/2023,21,49,200,28,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00129,G11,G,11,229,C2,C,0.459,0.771384477,9/9/2022,9/28/2022,10/26/2022,5/16/2023,6/6/2023,19,47,202,21,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00147,G10,G,10,213,T1,T,0.46,0.771944263,9/1/2022,9/23/2022,10/24/2022,6/20/2023,6/28/2023,22,53,239,8,Rht-B1b,Rht-D1a,semi-dwarf B,,
Seahawk,P00127,E01,E,1,201,C2,C,0.46,0.771944263,9/27/2022,10/17/2022,11/11/2022,5/19/2023,6/6/2023,20,45,189,18,NA,NA,NA,,
Seahawk,P00150,D08,D,8,217,C1,C,0.461,0.772503238,9/16/2022,10/3/2022,10/31/2022,6/21/2023,6/28/2023,17,45,233,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00140,A02,A,2,233,T1,T,0.462,0.773061405,9/6/2022,9/28/2022,10/31/2022,6/6/2023,6/20/2023,22,55,218,14,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00146,F11,F,11,230,C1,C,0.465,0.774731089,8/26/2022,9/19/2022,10/24/2022,6/15/2023,6/20/2023,24,59,234,5,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00140,E06,E,6,214,T1,T,0.465,0.774731089,9/1/2022,9/23/2022,10/24/2022,6/6/2023,6/20/2023,22,53,225,14,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00127,E06,E,6,236,T1,T,0.467,0.775840226,9/17/2022,10/7/2022,11/4/2022,5/17/2023,6/6/2023,20,48,194,20,Rht-B1a,NA,NA,,
Seahawk,P00134,C09,C,9,198,C2,C,0.468,0.776393608,9/12/2022,10/3/2022,10/31/2022,5/20/2023,6/14/2023,21,49,201,25,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00142,E03,E,3,225,T2,T,0.471,0.778049036,9/12/2022,10/3/2022,11/1/2022,6/14/2023,6/20/2023,21,50,225,6,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00138,D03,D,3,P5,T2,T,0.471,0.778049036,9/15/2022,10/7/2022,11/4/2022,5/20/2023,6/14/2023,22,50,197,25,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00142,F08,F,8,216,C3,C,0.472,0.778599283,9/6/2022,9/28/2022,10/24/2022,6/14/2023,6/20/2023,22,48,233,6,NA,NA,NA,,
Seahawk,P00145,G09,G,9,224,C3,C,0.473,0.779148754,9/10/2022,9/28/2022,10/26/2022,6/6/2023,6/20/2023,18,46,223,14,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00142,B08,B,8,216,C3,C,0.475,0.780245375,9/6/2022,9/28/2022,10/24/2022,6/14/2023,6/20/2023,22,48,233,6,NA,NA,NA,,
Seahawk,P00149,B01,B,1,219,T3,T,0.475,0.780245375,9/6/2022,9/28/2022,10/31/2022,6/17/2023,6/28/2023,22,55,229,11,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00147,F02,F,2,220,C1,C,0.476,0.780792532,9/4/2022,9/26/2022,10/17/2022,6/20/2023,6/28/2023,22,43,246,8,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00127,E07,E,7,196,T2,T,0.476,0.780792532,9/15/2022,10/5/2022,11/4/2022,5/17/2023,6/6/2023,20,50,194,20,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00126,C01,C,1,202,T2,T,0.476,0.780792532,9/18/2022,10/12/2022,11/11/2022,5/12/2023,6/6/2023,24,54,182,25,Het,Het,double-dwarf,,
Seahawk,P00126,C02,C,2,202,T2,T,0.476,0.780792532,9/18/2022,10/12/2022,11/11/2022,5/12/2023,6/6/2023,24,54,182,25,Het,Het,double-dwarf,,
Seahawk,P00140,H07,H,7,P5,C1,C,0.476,0.780792532,9/16/2022,10/7/2022,11/4/2022,5/23/2023,6/20/2023,21,49,200,28,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00140,E10,E,10,214,T1,T,0.477,0.781338923,9/1/2022,9/23/2022,10/24/2022,6/6/2023,6/20/2023,22,53,225,14,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00150,H08,H,8,217,C1,C,0.478,0.781884551,9/16/2022,10/3/2022,10/31/2022,6/21/2023,6/28/2023,17,45,233,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00137,A12,A,12,219,C3,C,0.478,0.781884551,9/11/2022,10/3/2022,10/26/2022,6/6/2023,6/14/2023,22,45,223,8,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00150,E03,E,3,228,T1,T,0.478,0.781884551,8/30/2022,9/19/2022,10/24/2022,6/20/2023,6/28/2023,20,55,239,8,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00150,F01,F,1,211,C2,C,0.479,0.782429419,9/14/2022,10/3/2022,10/26/2022,6/21/2023,6/28/2023,19,42,238,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00145,F04,F,4,206,T2,T,0.479,0.782429419,8/26/2022,9/19/2022,10/17/2022,6/12/2023,6/20/2023,24,52,238,8,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00140,E02,E,2,233,T1,T,0.479,0.782429419,9/6/2022,9/28/2022,10/31/2022,6/6/2023,6/20/2023,22,55,218,14,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00147,G01,G,1,213,T1,T,0.48,0.782973528,9/1/2022,9/23/2022,10/24/2022,6/20/2023,6/28/2023,22,53,239,8,Rht-B1b,Rht-D1a,semi-dwarf B,,
Seahawk,P00145,H03,H,3,P5,C3,C,0.481,0.783516883,9/20/2022,10/12/2022,11/4/2022,6/8/2023,6/20/2023,22,45,216,12,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00141,A01,A,1,229,T3,T,0.483,0.784601337,9/7/2022,9/28/2022,10/31/2022,6/13/2023,6/20/2023,21,54,225,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00131,G02,G,2,197,C1,C,0.483,0.784601337,9/17/2022,10/7/2022,11/1/2022,5/30/2023,6/14/2023,20,45,210,15,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00136,A04,A,4,197,C3,C,0.484,0.785142441,9/18/2022,10/7/2022,11/1/2022,5/31/2023,6/14/2023,19,44,211,14,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00140,A10,A,10,214,T1,T,0.485,0.785682801,9/1/2022,9/23/2022,10/24/2022,6/6/2023,6/20/2023,22,53,225,14,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00149,A10,A,10,219,T3,T,0.486,0.786222418,9/6/2022,9/28/2022,10/31/2022,6/17/2023,6/28/2023,22,55,229,11,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00149,F01,F,1,219,T3,T,0.487,0.786761296,9/6/2022,9/28/2022,10/31/2022,6/17/2023,6/28/2023,22,55,229,11,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00134,H03,H,3,P11,T1,T,0.488,0.787299437,9/11/2022,10/3/2022,11/1/2022,6/2/2023,6/14/2023,22,51,213,12,Rht-B1b,Rht-D1a,semi-dwarf B,,
Seahawk,P00131,A09,A,9,224,T2,T,0.488,0.787299437,9/12/2022,10/3/2022,10/31/2022,5/30/2023,6/14/2023,21,49,211,15,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00137,A06,A,6,224,T3,T,0.491,0.78890946,9/12/2022,10/3/2022,11/1/2022,6/7/2023,6/14/2023,21,50,218,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00131,F06,F,6,201,T1,T,0.491,0.78890946,9/12/2022,10/3/2022,11/1/2022,5/30/2023,6/14/2023,21,50,210,15,NA,NA,NA,,
Seahawk,P00145,C09,C,9,224,C3,C,0.495,0.791045989,9/10/2022,9/28/2022,10/26/2022,6/6/2023,6/20/2023,18,46,223,14,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00134,F05,F,5,193,T2,T,0.496,0.791578322,9/12/2022,10/5/2022,11/4/2022,5/23/2023,6/14/2023,23,53,200,22,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00145,C12,C,12,224,C3,C,0.497,0.79210994,9/10/2022,9/28/2022,10/26/2022,6/6/2023,6/20/2023,18,46,223,14,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00144,C11,C,11,211,T3,T,0.499,0.793171039,9/13/2022,10/3/2022,11/1/2022,6/17/2023,6/20/2023,20,49,228,3,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00142,A04,A,4,236,T3,T,0.499,0.793171039,9/23/2022,10/14/2022,11/16/2022,6/14/2023,6/20/2023,21,54,210,6,Rht-B1a,NA,NA,,
Seahawk,P00136,A09,A,9,197,C3,C,0.499,0.793171039,9/18/2022,10/7/2022,11/1/2022,5/31/2023,6/14/2023,19,44,211,14,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00144,F06,F,6,206,T1,T,0.502,0.794757385,8/23/2022,9/19/2022,10/24/2022,6/16/2023,6/20/2023,27,62,235,4,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00137,D02,D,2,199,C2,C,0.502,0.794757385,9/12/2022,9/28/2022,10/26/2022,6/7/2023,6/14/2023,16,44,224,7,Rht-B1b,Rht-D1a,semi-dwarf B,,
Seahawk,P00136,B01,B,1,217,T2,T,0.502,0.794757385,9/9/2022,10/3/2022,10/31/2022,6/5/2023,6/14/2023,24,52,217,9,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00140,A07,A,7,215,T3,T,0.502,0.794757385,8/28/2022,9/19/2022,10/17/2022,6/7/2023,6/20/2023,22,50,233,13,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00148,A12,A,12,206,C2,C,0.502,0.794757385,8/27/2022,9/19/2022,10/17/2022,6/14/2023,6/28/2023,23,51,240,14,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00149,F04,F,4,237,C3,C,0.504,0.795811442,8/29/2022,9/23/2022,10/26/2022,6/7/2023,6/28/2023,25,58,224,21,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00150,E10,E,10,211,C2,C,0.505,0.796337424,9/14/2022,10/3/2022,10/26/2022,6/21/2023,6/28/2023,19,42,238,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00131,E09,E,9,224,T2,T,0.505,0.796337424,9/12/2022,10/3/2022,10/31/2022,5/30/2023,6/14/2023,21,49,211,15,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00144,B06,B,6,206,T1,T,0.507,0.79738731,8/23/2022,9/19/2022,10/24/2022,6/16/2023,6/20/2023,27,62,235,4,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00127,F10,F,10,201,C2,C,0.508,0.797911218,9/27/2022,10/17/2022,11/11/2022,5/19/2023,6/6/2023,20,45,189,18,NA,NA,NA,,
Seahawk,P00147,C02,C,2,213,T1,T,0.509,0.798434438,9/1/2022,9/23/2022,10/24/2022,6/20/2023,6/28/2023,22,53,239,8,Rht-B1b,Rht-D1a,semi-dwarf B,,
Seahawk,P00129,C05,C,5,196,T1,T,0.509,0.798434438,9/16/2022,10/7/2022,11/4/2022,5/16/2023,6/6/2023,21,49,193,21,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00137,H02,H,2,199,C2,C,0.51,0.798956974,9/12/2022,9/28/2022,10/26/2022,6/7/2023,6/14/2023,16,44,224,7,Rht-B1b,Rht-D1a,semi-dwarf B,,
Seahawk,P00149,H02,H,2,218,T1,T,0.51,0.798956974,9/10/2022,9/28/2022,10/31/2022,6/17/2023,6/28/2023,18,51,229,11,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00128,D03,D,3,P5,T3,T,0.511,0.799478827,9/15/2022,10/5/2022,11/4/2022,5/16/2023,6/6/2023,20,50,193,21,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00137,E07,E,7,224,T3,T,0.512,0.8,9/12/2022,10/3/2022,11/1/2022,6/7/2023,6/14/2023,21,50,218,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00150,B01,B,1,211,C2,C,0.512,0.8,9/14/2022,10/3/2022,10/26/2022,6/21/2023,6/28/2023,19,42,238,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00129,C11,C,11,229,C2,C,0.512,0.8,9/9/2022,9/28/2022,10/26/2022,5/16/2023,6/6/2023,19,47,202,21,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00143,B04,B,4,219,T1,T,0.513,0.800520495,9/8/2022,9/28/2022,10/31/2022,6/18/2023,6/20/2023,20,53,230,2,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00137,E06,E,6,224,T3,T,0.514,0.801040313,9/12/2022,10/3/2022,11/1/2022,6/7/2023,6/14/2023,21,50,218,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00144,D06,D,6,194,T3,T,0.515,0.801559458,9/7/2022,9/28/2022,10/31/2022,6/18/2023,6/20/2023,21,54,230,2,NA,Rht-D1a,NA,,
Seahawk,P00146,F03,F,3,212,T1,T,0.52,0.804145152,8/24/2022,9/19/2022,10/17/2022,6/15/2023,6/20/2023,26,54,241,5,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00147,E11,E,11,231,C3,C,0.52,0.804145152,8/25/2022,9/23/2022,10/24/2022,6/20/2023,6/28/2023,29,60,239,8,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00139,G08,G,8,215,T2,T,0.522,0.805174788,8/28/2022,9/19/2022,10/17/2022,6/13/2023,6/20/2023,22,50,239,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00127,A01,A,1,201,C2,C,0.523,0.80568862,9/27/2022,10/17/2022,11/11/2022,5/19/2023,6/6/2023,20,45,189,18,NA,NA,NA,,
Seahawk,P00143,D02,D,2,228,T2,T,0.525,0.806714323,8/28/2022,9/19/2022,10/17/2022,6/16/2023,6/20/2023,22,50,242,4,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00148,A09,A,9,206,C2,C,0.526,0.807226198,8/27/2022,9/19/2022,10/17/2022,6/14/2023,6/28/2023,23,51,240,14,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00141,D08,D,8,P5,T3,T,0.527,0.807737424,9/8/2022,10/3/2022,11/1/2022,6/13/2023,6/20/2023,25,54,224,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00137,F10,F,10,196,C2,C,0.527,0.807737424,9/17/2022,10/5/2022,10/31/2022,5/31/2023,6/14/2023,18,44,212,14,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00127,D05,D,5,P11,C1,C,0.528,0.808248004,9/1/2022,9/26/2022,10/17/2022,5/31/2023,6/6/2023,25,46,226,6,Rht-B1b,Rht-D1a,semi-dwarf B,,
Seahawk,P00143,D11,D,11,195,C2,C,0.528,0.808248004,9/15/2022,10/7/2022,11/1/2022,6/12/2023,6/20/2023,22,47,223,8,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00141,H06,H,6,P5,T3,T,0.529,0.80875794,9/8/2022,10/3/2022,11/1/2022,6/13/2023,6/20/2023,25,54,224,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00142,E04,E,4,236,T3,T,0.53,0.809267233,9/23/2022,10/14/2022,11/16/2022,6/14/2023,6/20/2023,21,54,210,6,Rht-B1a,NA,NA,,
Seahawk,P00138,D01,D,1,224,C1,C,0.53,0.809267233,9/10/2022,10/3/2022,10/31/2022,6/7/2023,6/14/2023,23,51,219,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00141,E01,E,1,229,T3,T,0.53,0.809267233,9/7/2022,9/28/2022,10/31/2022,6/13/2023,6/20/2023,21,54,225,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00131,C03,C,3,195,T3,T,0.53,0.809267233,9/19/2022,10/12/2022,11/15/2022,5/18/2023,6/14/2023,23,57,184,27,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00133,C09,C,9,237,T1,T,0.531,0.809775887,8/29/2022,9/19/2022,10/17/2022,5/17/2023,6/14/2023,21,49,212,28,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00138,C01,C,1,217,C3,C,0.532,0.810283902,9/12/2022,10/3/2022,10/31/2022,6/2/2023,6/14/2023,21,49,214,12,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00127,E02,E,2,202,C3,C,0.532,0.810283902,9/24/2022,10/17/2022,11/11/2022,5/17/2023,6/6/2023,23,48,187,20,Het,Het,double-dwarf,,
Seahawk,P00146,F12,F,12,230,C1,C,0.533,0.810791281,8/26/2022,9/19/2022,10/24/2022,6/15/2023,6/20/2023,24,59,234,5,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00149,B04,B,4,237,C3,C,0.533,0.810791281,8/29/2022,9/23/2022,10/26/2022,6/7/2023,6/28/2023,25,58,224,21,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00133,C07,C,7,237,T1,T,0.533,0.810791281,8/29/2022,9/19/2022,10/17/2022,5/17/2023,6/14/2023,21,49,212,28,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00127,D02,D,2,195,T2,T,0.534,0.811298025,9/15/2022,10/5/2022,11/4/2022,5/15/2023,6/6/2023,20,50,192,22,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00126,G02,G,2,202,T2,T,0.534,0.811298025,9/18/2022,10/12/2022,11/11/2022,5/12/2023,6/6/2023,24,54,182,25,Het,Het,double-dwarf,,
Seahawk,P00131,G03,G,3,195,T3,T,0.534,0.811298025,9/19/2022,10/12/2022,11/15/2022,5/18/2023,6/14/2023,23,57,184,27,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00143,H02,H,2,228,T2,T,0.535,0.811804138,8/28/2022,9/19/2022,10/17/2022,6/16/2023,6/20/2023,22,50,242,4,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00136,D02,D,2,235,C2,C,0.535,0.811804138,9/8/2022,9/28/2022,10/26/2022,6/5/2023,6/14/2023,20,48,222,9,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00148,G09,G,9,228,C3,C,0.536,0.81230962,8/30/2022,9/23/2022,10/24/2022,6/20/2023,6/28/2023,24,55,239,8,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00136,B05,B,5,217,T2,T,0.537,0.812814474,9/9/2022,10/3/2022,10/31/2022,6/5/2023,6/14/2023,24,52,217,9,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00145,G12,G,12,224,C3,C,0.537,0.812814474,9/10/2022,9/28/2022,10/26/2022,6/6/2023,6/20/2023,18,46,223,14,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00134,G09,G,9,198,C2,C,0.537,0.812814474,9/12/2022,10/3/2022,10/31/2022,5/20/2023,6/14/2023,21,49,201,25,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00137,A07,A,7,224,T3,T,0.538,0.813318701,9/12/2022,10/3/2022,11/1/2022,6/7/2023,6/14/2023,21,50,218,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00129,G05,G,5,196,T1,T,0.539,0.813822304,9/16/2022,10/7/2022,11/4/2022,5/16/2023,6/6/2023,21,49,193,21,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00127,H05,H,5,P11,C1,C,0.54,0.814325285,9/1/2022,9/26/2022,10/17/2022,5/31/2023,6/6/2023,25,46,226,6,Rht-B1b,Rht-D1a,semi-dwarf B,,
Seahawk,P00142,D05,D,5,P5,T1,T,0.54,0.814325285,9/7/2022,9/28/2022,10/24/2022,6/14/2023,6/20/2023,21,47,233,6,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00129,D04,D,4,P5,T1,T,0.541,0.814827645,9/17/2022,10/10/2022,11/11/2022,5/16/2023,6/6/2023,23,55,186,21,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00138,H01,H,1,224,C1,C,0.542,0.815329386,9/10/2022,10/3/2022,10/31/2022,6/7/2023,6/14/2023,23,51,219,7,Rht-B1a,Rht-D1a,tall,,
Seahawk,P00129,A01,A,1,233,T3,T,0.542,0.815329386,9/8/2022,9/28/2022,10/31/2022,5/17/2023,6/6/2023,20,53,198,20,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00141,H08,H,8,P5,T3,T,0.544,0.81633102,9/8/2022,10/3/2022,11/1/2022,6/13/2023,6/20/2023,25,54,224,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00129,E03,E,3,236,T2,T,0.544,0.81633102,9/19/2022,10/10/2022,11/11/2022,5/16/2023,6/6/2023,21,53,186,21,Rht-B1a,NA,NA,,
Seahawk,P00150,A10,A,10,211,C2,C,0.545,0.816830917,9/14/2022,10/3/2022,10/26/2022,6/21/2023,6/28/2023,19,42,238,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00140,A11,A,11,218,T3,T,0.545,0.816830917,9/8/2022,10/3/2022,11/1/2022,6/7/2023,6/20/2023,25,54,218,13,Rht-B1a,Rht-D1b,semi-dwarf D,,
Seahawk,P00131,D04,D,4,P11,C2,C,0.545,0.816830917,9/1/2022,9/26/2022,10/24/2022,5/31/2023,6/14/2023,25,53,219,14,Rht-B1b,Rht-D1a,semi-dwarf B,,
Seahawk,P00142,F09,F,9,216,C3,C,0.548,0.818326948,9/6/2022,9/28/2022,10/24/2022,6/14/2023,6/20/2023,22,48,233,6,NA,NA,NA,,
Seahawk,P00131,H04,H,4,P11,C2,C,0.549,0.818824411,9/1/2022,9/26/2022,10/24/2022,5/31/2023,6/14/2023,25,53,219,14,Rht-B1b,Rht-D1a,semi-dwarf B,,
Seahawk,P00137,H01,H,1,199,C2,C,0.551,0.819817528,9/12/2022,9/28/2022,10/26/2022,6/7/2023,6/14/2023,16,44,224,7,Rht-B1b,Rht-D1a,semi-dwarf B,,
Seahawk,P00147,B08,B,8,220,C1,C,0.551,0.819817528,9/4/2022,9/26/2022,10/17/2022,6/20/2023,6/28/2023,22,43,246,8,Rht-B1a,Rht-D1a,tall,,
